date,Tesla
2020-07-03,75
2020-07-04,78
2020-07-05,86
2020-07-06,73
2020-07-07,76
2020-07-08,73
2020-07-09,69
2020-07-10,80
2020-07-11,91
2020-07-12,88
2020-07-13,83
2020-07-14,84
2020-07-15,79
2020-07-16,82
2020-07-17,77
2020-07-18,88
2020-07-19,89
2020-07-20,71
2020-07-21,82
2020-07-22,78
2020-07-23,100
2020-07-24,88
2020-07-25,94
2020-07-26,94
2020-07-27,82
2020-07-28,78
2020-07-29,67
2020-07-30,68
2020-07-31,72
2020-08-01,88
2020-08-02,89
2020-08-03,83
2020-08-04,81
2020-08-05,76
2020-08-06,70
2020-08-07,77
2020-08-08,91
2020-08-09,82
2020-08-10,77
2020-08-11,72
2020-08-12,75
2020-08-13,77
2020-08-14,83
2020-08-15,81
2020-08-16,86
2020-08-17,78
2020-08-18,79
2020-08-19,83
2020-08-20,78
2020-08-21,92
2020-08-22,98
2020-08-23,85
2020-08-24,71
2020-08-25,78
2020-08-26,70
2020-08-27,78
2020-08-28,76
2020-08-29,89
2020-08-30,92
2020-08-31,100
2020-09-01,72
2020-09-02,66
2020-09-03,68
2020-09-04,67
2020-09-05,72
2020-09-06,75
2020-09-07,65
2020-09-08,70
2020-09-09,72
2020-09-10,67
2020-09-11,63
2020-09-12,70
2020-09-13,73
2020-09-14,58
2020-09-15,64
2020-09-16,63
2020-09-17,67
2020-09-18,63
2020-09-19,70
2020-09-20,68
2020-09-21,66
2020-09-22,74
2020-09-23,100
2020-09-24,82
2020-09-25,73
2020-09-26,82
2020-09-27,73
2020-09-28,60
2020-09-29,60
2020-09-30,56
2020-10-01,86
2020-10-02,80
2020-10-03,95
2020-10-04,100
2020-10-05,83
2020-10-06,73
2020-10-07,72
2020-10-08,73
2020-10-09,81
2020-10-10,91
2020-10-11,87
2020-10-12,74
2020-10-13,71
2020-10-14,76
2020-10-15,99
2020-10-16,89
2020-10-17,91
2020-10-18,89
2020-10-19,75
2020-10-20,82
2020-10-21,93
2020-10-22,81
2020-10-23,93
2020-10-24,86
2020-10-25,93
2020-10-26,66
2020-10-27,58
2020-10-28,58
2020-10-29,59
2020-10-30,70
2020-10-31,74
2020-11-01,67
2020-11-02,64
2020-11-03,61
2020-11-04,36
2020-11-05,50
2020-11-06,73
2020-11-07,72
2020-11-08,74
2020-11-09,68
2020-11-10,73
2020-11-11,55
2020-11-12,60
2020-11-13,71
2020-11-14,100
2020-11-15,84
2020-11-16,85
2020-11-17,85
2020-11-18,73
2020-11-19,70
2020-11-20,82
2020-11-21,81
2020-11-22,79
2020-11-23,67
2020-11-24,84
2020-11-25,78
2020-11-26,79
2020-11-27,73
2020-11-28,81
2020-11-29,65
2020-11-30,70
2020-12-01,66
2020-12-02,62
2020-12-03,67
2020-12-04,58
2020-12-05,82
2020-12-06,79
2020-12-07,61
2020-12-08,75
2020-12-09,84
2020-12-10,77
2020-12-11,69
2020-12-12,75
2020-12-13,72
2020-12-14,62
2020-12-15,73
2020-12-16,65
2020-12-17,69
2020-12-18,77
2020-12-19,88
2020-12-20,85
2020-12-21,75
2020-12-22,73
2020-12-23,80
2020-12-24,80
2020-12-25,95
2020-12-26,87
2020-12-27,90
2020-12-28,86
2020-12-29,97
2020-12-30,91
2020-12-31,100
2021-01-01,54
2021-01-02,56
2021-01-03,54
2021-01-04,41
2021-01-05,46
2021-01-06,44
2021-01-07,75
2021-01-08,100
2021-01-09,86
2021-01-10,74
2021-01-11,62
2021-01-12,68
2021-01-13,71
2021-01-14,72
2021-01-15,64
2021-01-16,70
2021-01-17,66
2021-01-18,51
2021-01-19,52
2021-01-20,55
2021-01-21,51
2021-01-22,55
2021-01-23,58
2021-01-24,67
2021-01-25,51
2021-01-26,48
2021-01-27,56
2021-01-28,63
2021-01-29,70
2021-01-30,77
2021-01-31,71
2021-02-01,79
2021-02-02,80
2021-02-03,77
2021-02-04,91
2021-02-05,80
2021-02-06,78
2021-02-07,91
2021-02-08,88
2021-02-09,88
2021-02-10,85
2021-02-11,80
2021-02-12,83
2021-02-13,96
2021-02-14,90
2021-02-15,79
2021-02-16,75
2021-02-17,72
2021-02-18,77
2021-02-19,81
2021-02-20,88
2021-02-21,100
2021-02-22,80
2021-02-23,91
2021-02-24,80
2021-02-25,72
2021-02-26,81
2021-02-27,89
2021-02-28,84
2021-03-01,65
2021-03-02,78
2021-03-03,80
2021-03-04,76
2021-03-05,86
2021-03-06,100
2021-03-07,95
2021-03-08,78
2021-03-09,77
2021-03-10,78
2021-03-11,80
2021-03-12,72
2021-03-13,87
2021-03-14,87
2021-03-15,76
2021-03-16,82
2021-03-17,73
2021-03-18,84
2021-03-19,69
2021-03-20,92
2021-03-21,94
2021-03-22,84
2021-03-23,69
2021-03-24,79
2021-03-25,69
2021-03-26,69
2021-03-27,89
2021-03-28,90
2021-03-29,79
2021-03-30,73
2021-03-31,83
2021-04-01,77
2021-04-02,83
2021-04-03,100
2021-04-04,86
2021-04-05,79
2021-04-06,66
2021-04-07,68
2021-04-08,68
2021-04-09,76
2021-04-10,88
2021-04-11,83
2021-04-12,65
2021-04-13,76
2021-04-14,69
2021-04-15,72
2021-04-16,77
2021-04-17,79
2021-04-18,83
2021-04-19,85
2021-04-20,76
2021-04-21,71
2021-04-22,79
2021-04-23,73
2021-04-24,82
2021-04-25,77
2021-04-26,72
2021-04-27,72
2021-04-28,80
2021-04-29,71
2021-04-30,74
2021-05-01,64
2021-05-02,64
2021-05-03,62
2021-05-04,62
2021-05-05,68
2021-05-06,59
2021-05-07,51
2021-05-08,79
2021-05-09,88
2021-05-10,69
2021-05-11,74
2021-05-12,80
2021-05-13,99
2021-05-14,83
2021-05-15,86
2021-05-16,84
2021-05-17,71
2021-05-18,69
2021-05-19,77
2021-05-20,78
2021-05-21,83
2021-05-22,88
2021-05-23,100
2021-05-24,83
2021-05-25,70
2021-05-26,65
2021-05-27,72
2021-05-28,66
2021-05-29,77
2021-05-30,79
2021-05-31,74
