date,Microsoft
2020-07-02,72
2020-07-03,56
2020-07-04,53
2020-07-05,49
2020-07-06,78
2020-07-07,76
2020-07-08,83
2020-07-09,74
2020-07-10,79
2020-07-11,49
2020-07-12,48
2020-07-13,77
2020-07-14,78
2020-07-15,100
2020-07-16,79
2020-07-17,72
2020-07-18,41
2020-07-19,39
2020-07-20,81
2020-07-21,85
2020-07-22,76
2020-07-23,74
2020-07-24,64
2020-07-25,45
2020-07-26,37
2020-07-27,76
2020-07-28,75
2020-07-29,82
2020-07-30,72
2020-07-31,67
2020-08-01,38
2020-08-02,40
2020-08-03,83
2020-08-04,93
2020-08-05,87
2020-08-06,79
2020-08-07,84
2020-08-08,52
2020-08-09,42
2020-08-10,83
2020-08-11,82
2020-08-12,82
2020-08-13,91
2020-08-14,77
2020-08-15,52
2020-08-16,57
2020-08-17,92
2020-08-18,92
2020-08-19,93
2020-08-20,95
2020-08-21,78
2020-08-22,46
2020-08-23,55
2020-08-24,100
2020-08-25,96
2020-08-26,98
2020-08-27,98
2020-08-28,84
2020-08-29,56
2020-08-30,62
2020-08-31,97
2020-09-01,70
2020-09-02,70
2020-09-03,68
2020-09-04,60
2020-09-05,39
2020-09-06,42
2020-09-07,56
2020-09-08,71
2020-09-09,73
2020-09-10,67
2020-09-11,57
2020-09-12,43
2020-09-13,44
2020-09-14,72
2020-09-15,62
2020-09-16,68
2020-09-17,67
2020-09-18,69
2020-09-19,34
2020-09-20,40
2020-09-21,70
2020-09-22,68
2020-09-23,68
2020-09-24,63
2020-09-25,63
2020-09-26,35
2020-09-27,35
2020-09-28,100
2020-09-29,76
2020-09-30,71
2020-10-01,97
2020-10-02,75
2020-10-03,50
2020-10-04,52
2020-10-05,93
2020-10-06,89
2020-10-07,93
2020-10-08,88
2020-10-09,75
2020-10-10,51
2020-10-11,47
2020-10-12,71
2020-10-13,100
2020-10-14,84
2020-10-15,82
2020-10-16,85
2020-10-17,41
2020-10-18,42
2020-10-19,89
2020-10-20,86
2020-10-21,86
2020-10-22,83
2020-10-23,71
2020-10-24,47
2020-10-25,39
2020-10-26,70
2020-10-27,80
2020-10-28,74
2020-10-29,83
2020-10-30,78
2020-10-31,42
2020-11-01,46
2020-11-02,82
2020-11-03,78
2020-11-04,67
2020-11-05,73
2020-11-06,69
2020-11-07,44
2020-11-08,49
2020-11-09,89
2020-11-10,100
2020-11-11,80
2020-11-12,89
2020-11-13,78
2020-11-14,45
2020-11-15,55
2020-11-16,82
2020-11-17,92
2020-11-18,75
2020-11-19,93
2020-11-20,88
2020-11-21,44
2020-11-22,51
2020-11-23,84
2020-11-24,92
2020-11-25,76
2020-11-26,72
2020-11-27,73
2020-11-28,43
2020-11-29,46
2020-11-30,76
2020-12-01,91
2020-12-02,94
2020-12-03,86
2020-12-04,90
2020-12-05,56
2020-12-06,63
2020-12-07,93
2020-12-08,100
2020-12-09,95
2020-12-10,98
2020-12-11,81
2020-12-12,51
2020-12-13,55
2020-12-14,98
2020-12-15,79
2020-12-16,77
2020-12-17,82
2020-12-18,82
2020-12-19,46
2020-12-20,52
2020-12-21,85
2020-12-22,71
2020-12-23,70
2020-12-24,52
2020-12-25,48
2020-12-26,43
2020-12-27,42
2020-12-28,66
2020-12-29,67
2020-12-30,65
2020-12-31,65
2021-01-01,37
2021-01-02,36
2021-01-03,46
2021-01-04,91
2021-01-05,91
2021-01-06,77
2021-01-07,83
2021-01-08,75
2021-01-09,44
2021-01-10,59
2021-01-11,100
2021-01-12,94
2021-01-13,87
2021-01-14,85
2021-01-15,78
2021-01-16,51
2021-01-17,48
2021-01-18,87
2021-01-19,93
2021-01-20,88
2021-01-21,90
2021-01-22,89
2021-01-23,54
2021-01-24,52
2021-01-25,79
2021-01-26,96
2021-01-27,93
2021-01-28,94
2021-01-29,86
2021-01-30,58
2021-01-31,51
2021-02-01,100
2021-02-02,89
2021-02-03,97
2021-02-04,86
2021-02-05,85
2021-02-06,45
2021-02-07,54
2021-02-08,93
2021-02-09,96
2021-02-10,91
2021-02-11,87
2021-02-12,74
2021-02-13,47
2021-02-14,46
2021-02-15,90
2021-02-16,88
2021-02-17,80
2021-02-18,80
2021-02-19,73
2021-02-20,53
2021-02-21,55
2021-02-22,82
2021-02-23,91
2021-02-24,79
2021-02-25,98
2021-02-26,82
2021-02-27,56
2021-02-28,56
2021-03-01,76
2021-03-02,77
2021-03-03,89
2021-03-04,96
2021-03-05,84
2021-03-06,57
2021-03-07,45
2021-03-08,82
2021-03-09,87
2021-03-10,93
2021-03-11,80
2021-03-12,86
2021-03-13,46
2021-03-14,45
2021-03-15,88
2021-03-16,100
2021-03-17,91
2021-03-18,82
2021-03-19,81
2021-03-20,49
2021-03-21,49
2021-03-22,79
2021-03-23,95
2021-03-24,84
2021-03-25,78
2021-03-26,85
2021-03-27,58
2021-03-28,48
2021-03-29,78
2021-03-30,86
2021-03-31,79
2021-04-01,97
2021-04-02,67
2021-04-03,59
2021-04-04,51
2021-04-05,67
2021-04-06,75
2021-04-07,86
2021-04-08,97
2021-04-09,73
2021-04-10,47
2021-04-11,45
2021-04-12,96
2021-04-13,93
2021-04-14,84
2021-04-15,80
2021-04-16,77
2021-04-17,49
2021-04-18,45
2021-04-19,89
2021-04-20,100
2021-04-21,95
2021-04-22,99
2021-04-23,85
2021-04-24,46
2021-04-25,45
2021-04-26,80
2021-04-27,88
2021-04-28,88
2021-04-29,86
2021-04-30,78
2021-05-01,47
2021-05-02,46
2021-05-03,76
2021-05-04,76
2021-05-05,82
2021-05-06,80
2021-05-07,71
2021-05-08,47
2021-05-09,43
2021-05-10,84
2021-05-11,100
2021-05-12,94
2021-05-13,81
2021-05-14,72
2021-05-15,43
2021-05-16,46
2021-05-17,86
2021-05-18,80
2021-05-19,84
2021-05-20,92
2021-05-21,83
2021-05-22,41
2021-05-23,42
2021-05-24,90
2021-05-25,88
2021-05-26,77
2021-05-27,74
2021-05-28,79
2021-05-29,40
2021-05-30,39
2021-05-31,65
